;0;1;5
122516;2022-04-08 ; 12:05:10 ;" ""Пришла координата: $GPRMC,090510.000,A,6006.14882,N,03014.98734,E,12.8,338.5,080422,,,A*59"""
122616;2022-04-08 ; 12:05:35 ;" ""Пришла координата: $GPRMC,090535.000,A,6006.18990,N,03014.95561,E,6.3,338.1,080422,,,A*65"""
122721;2022-04-08 ; 12:06:00 ;" ""Пришла координата: $GPRMC,090600.000,A,6006.28899,N,03014.88231,E,18.4,343.1,080422,,,A*51"""
122820;2022-04-08 ; 12:06:25 ;" ""Пришла координата: $GPRMC,090625.000,A,6006.32128,N,03014.86159,E,0.7,308.6,080422,,,A*6F"""
122933;2022-04-08 ; 12:06:50 ;" ""Пришла координата: $GPRMC,090650.000,A,6006.33497,N,03014.84226,E,4.3,326.8,080422,,,A*66"""
123032;2022-04-08 ; 12:07:15 ;" ""Пришла координата: $GPRMC,090715.000,A,6006.48125,N,03014.70891,E,31.0,336.4,080422,,,A*53"""
123131;2022-04-08 ; 12:07:40 ;" ""Пришла координата: $GPRMC,090740.000,A,6006.67996,N,03014.52974,E,24.7,335.6,080422,,,A*56"""
123234;2022-04-08 ; 12:08:05 ;" ""Пришла координата: $GPRMC,090805.000,A,6006.81451,N,03014.39791,E,7.8,264.8,080422,,,A*6B"""
123327;2022-04-08 ; 12:08:30 ;" ""Пришла координата: $GPRMC,090830.000,A,6006.81719,N,03014.19135,E,23.9,274.6,080422,,,A*50"""
123429;2022-04-08 ; 12:08:55 ;" ""Пришла координата: $GPRMC,090855.000,A,6006.82915,N,03013.86378,E,18.6,277.8,080422,,,A*52"""
123530;2022-04-08 ; 12:09:20 ;" ""Пришла координата: $GPRMC,090920.000,A,6006.84798,N,03013.49154,E,28.6,283.2,080422,,,A*51"""
123637;2022-04-08 ; 12:09:45 ;" ""Пришла координата: $GPRMC,090945.000,A,6006.90903,N,03013.08178,E,32.5,289.8,080422,,,A*58"""
123728;2022-04-08 ; 12:10:10 ;" ""Пришла координата: $GPRMC,091010.000,A,6006.97537,N,03012.69993,E,21.6,290.2,080422,,,A*54"""
123827;2022-04-08 ; 12:10:35 ;" ""Пришла координата: $GPRMC,091035.000,A,6007.01944,N,03012.27501,E,34.7,272.9,080422,,,A*5A"""
123927;2022-04-08 ; 12:11:00 ;" ""Пришла координата: $GPRMC,091100.000,A,6007.03142,N,03011.80138,E,32.5,272.5,080422,,,A*59"""
124025;2022-04-08 ; 12:11:25 ;" ""Пришла координата: $GPRMC,091125.000,A,6007.04139,N,03011.40486,E,15.3,273.6,080422,,,A*58"""
124134;2022-04-08 ; 12:11:50 ;" ""Пришла координата: $GPRMC,091150.000,A,6007.04722,N,03011.27077,E,6.4,291.6,080422,,,A*64"""
124238;2022-04-08 ; 12:12:15 ;" ""Пришла координата: $GPRMC,091215.000,A,6007.04731,N,03011.26491,E,0.1,0.0,080422,,,A*66"""
124335;2022-04-08 ; 12:12:40 ;" ""Пришла координата: $GPRMC,091240.000,A,6007.04767,N,03011.26386,E,0.1,0.0,080422,,,A*64"""
124442;2022-04-08 ; 12:13:05 ;" ""Пришла координата: $GPRMC,091305.000,A,6007.05359,N,03011.09909,E,22.1,281.7,080422,,,A*50"""
124546;2022-04-08 ; 12:13:30 ;" ""Пришла координата: $GPRMC,091330.000,A,6007.10403,N,03010.79091,E,20.7,294.3,080422,,,A*50"""
124653;2022-04-08 ; 12:13:55 ;" ""Пришла координата: $GPRMC,091355.000,A,6007.12272,N,03010.70045,E,10.5,291.9,080422,,,A*5F"""
124764;2022-04-08 ; 12:14:20 ;" ""Пришла координата: $GPRMC,091420.000,A,6007.13681,N,03010.64448,E,0.1,0.0,080422,,,A*69"""
124887;2022-04-08 ; 12:14:45 ;" ""Пришла координата: $GPRMC,091445.000,A,6007.13578,N,03010.63632,E,5.8,271.9,080422,,,A*66"""
124974;2022-04-08 ; 12:15:10 ;" ""Пришла координата: $GPRMC,091510.000,A,6007.19506,N,03010.34589,E,27.3,291.8,080422,,,A*51"""
125074;2022-04-08 ; 12:15:35 ;" ""Пришла координата: $GPRMC,091535.000,A,6007.25359,N,03010.07217,E,2.4,276.6,080422,,,A*62"""
125178;2022-04-08 ; 12:16:00 ;" ""Пришла координата: $GPRMC,091600.000,A,6007.26299,N,03009.99864,E,20.9,292.7,080422,,,A*5E"""
125277;2022-04-08 ; 12:16:25 ;" ""Пришла координата: $GPRMC,091625.000,A,6007.37141,N,03009.75682,E,24.9,322.5,080422,,,A*57"""
125378;2022-04-08 ; 12:16:50 ;" ""Пришла координата: $GPRMC,091650.000,A,6007.44019,N,03009.65231,E,5.3,319.0,080422,,,A*64"""
125477;2022-04-08 ; 12:17:15 ;" ""Пришла координата: $GPRMC,091715.000,A,6007.43345,N,03009.59281,E,7.2,231.8,080422,,,A*6D"""
125571;2022-04-08 ; 12:17:40 ;" ""Пришла координата: $GPRMC,091740.000,A,6007.42242,N,03009.56415,E,10.4,233.8,080422,,,A*5C"""
125676;2022-04-08 ; 12:18:05 ;" ""Пришла координата: $GPRMC,091805.000,A,6007.34855,N,03009.37466,E,18.1,232.9,080422,,,A*51"""
125771;2022-04-08 ; 12:18:30 ;" ""Пришла координата: $GPRMC,091830.000,A,6007.30823,N,03009.26894,E,4.9,234.8,080422,,,A*61"""
125871;2022-04-08 ; 12:18:55 ;" ""Пришла координата: $GPRMC,091855.000,A,6007.29768,N,03009.24356,E,0.2,0.0,080422,,,A*6F"""
125971;2022-04-08 ; 12:19:20 ;" ""Пришла координата: $GPRMC,091920.000,A,6007.20717,N,03009.01022,E,28.5,230.8,080422,,,A*5E"""
126077;2022-04-08 ; 12:19:45 ;" ""Пришла координата: $GPRMC,091945.000,A,6007.14207,N,03008.83642,E,6.1,237.2,080422,,,A*60"""
126186;2022-04-08 ; 12:20:10 ;" ""Пришла координата: $GPRMC,092010.000,A,6007.13970,N,03008.83035,E,0.0,0.0,080422,,,A*63"""
126287;2022-04-08 ; 12:20:35 ;" ""Пришла координата: $GPRMC,092035.000,A,6007.13982,N,03008.82967,E,0.1,0.0,080422,,,A*67"""
126386;2022-04-08 ; 12:21:00 ;" ""Пришла координата: $GPRMC,092100.000,A,6007.11671,N,03008.83910,E,2.3,111.0,080422,,,A*61"""
126485;2022-04-08 ; 12:21:25 ;" ""Пришла координата: $GPRMC,092125.000,A,6007.11654,N,03008.84059,E,0.0,0.0,080422,,,A*62"""
126590;2022-04-08 ; 12:21:50 ;" ""Пришла координата: $GPRMC,092150.000,A,6007.11676,N,03008.84092,E,0.0,0.0,080422,,,A*67"""
126688;2022-04-08 ; 12:22:15 ;" ""Пришла координата: $GPRMC,092215.000,A,6007.11676,N,03008.84092,E,0.0,0.0,080422,,,A*65"""
126785;2022-04-08 ; 12:22:40 ;" ""Пришла координата: $GPRMC,092240.000,A,6007.11696,N,03008.84074,E,0.0,0.0,080422,,,A*63"""
126889;2022-04-08 ; 12:23:05 ;" ""Пришла координата: $GPRMC,092305.000,A,6007.11734,N,03008.84089,E,0.1,0.0,080422,,,A*69"""
126978;2022-04-08 ; 12:23:30 ;" ""Пришла координата: $GPRMC,092330.000,A,6007.11734,N,03008.84089,E,0.0,0.0,080422,,,A*6E"""
127083;2022-04-08 ; 12:23:55 ;" ""Пришла координата: $GPRMC,092355.000,A,6007.11756,N,03008.84085,E,0.0,0.0,080422,,,A*65"""
127189;2022-04-08 ; 12:24:20 ;" ""Пришла координата: $GPRMC,092420.000,A,6007.11756,N,03008.84085,E,0.0,0.0,080422,,,A*60"""
127287;2022-04-08 ; 12:24:45 ;" ""Пришла координата: $GPRMC,092445.000,A,6007.11771,N,03008.84072,E,0.0,0.0,080422,,,A*6E"""
127387;2022-04-08 ; 12:25:10 ;" ""Пришла координата: $GPRMC,092510.000,A,6007.11764,N,03008.84049,E,0.0,0.0,080422,,,A*63"""
127485;2022-04-08 ; 12:25:35 ;" ""Пришла координата: $GPRMC,092535.000,A,6007.11764,N,03008.84049,E,0.1,0.0,080422,,,A*65"""
127581;2022-04-08 ; 12:26:00 ;" ""Пришла координата: $GPRMC,092600.000,A,6007.11760,N,03008.84054,E,0.1,0.0,080422,,,A*68"""
127684;2022-04-08 ; 12:26:25 ;" ""Пришла координата: $GPRMC,092625.000,A,6007.11752,N,03008.84040,E,0.0,0.0,080422,,,A*6A"""
127785;2022-04-08 ; 12:26:50 ;" ""Пришла координата: $GPRMC,092650.000,A,6007.11752,N,03008.84040,E,0.0,0.0,080422,,,A*68"""
127885;2022-04-08 ; 12:27:15 ;" ""Пришла координата: $GPRMC,092715.000,A,6007.11736,N,03008.84028,E,0.0,0.0,080422,,,A*64"""
127976;2022-04-08 ; 12:27:40 ;" ""Пришла координата: $GPRMC,092740.000,A,6007.11736,N,03008.84028,E,0.0,0.0,080422,,,A*64"""
128079;2022-04-08 ; 12:28:05 ;" ""Пришла координата: $GPRMC,092805.000,A,6007.11751,N,03008.84038,E,0.1,0.0,080422,,,A*6B"""
128179;2022-04-08 ; 12:28:30 ;" ""Пришла координата: $GPRMC,092830.000,A,6007.11749,N,03008.84072,E,0.1,0.0,080422,,,A*6A"""
128282;2022-04-08 ; 12:28:55 ;" ""Пришла координата: $GPRMC,092855.000,A,6007.11749,N,03008.84072,E,0.0,0.0,080422,,,A*68"""
128379;2022-04-08 ; 12:29:20 ;" ""Пришла координата: $GPRMC,092920.000,A,6007.11733,N,03008.84132,E,0.0,0.0,080422,,,A*63"""
128482;2022-04-08 ; 12:29:45 ;" ""Пришла координата: $GPRMC,092945.000,A,6007.11728,N,03008.84124,E,0.1,0.0,080422,,,A*6C"""
128576;2022-04-08 ; 12:30:10 ;" ""Пришла координата: $GPRMC,093010.000,A,6007.11728,N,03008.84124,E,0.0,0.0,080422,,,A*65"""
128680;2022-04-08 ; 12:30:35 ;" ""Пришла координата: $GPRMC,093035.000,A,6007.11717,N,03008.84128,E,0.0,0.0,080422,,,A*62"""
128781;2022-04-08 ; 12:31:00 ;" ""Пришла координата: $GPRMC,093100.000,A,6007.11717,N,03008.84128,E,0.1,0.0,080422,,,A*64"""
128871;2022-04-08 ; 12:31:25 ;" ""Пришла координата: $GPRMC,093125.000,A,6007.11724,N,03008.84181,E,0.0,0.0,080422,,,A*61"""
128977;2022-04-08 ; 12:31:50 ;" ""Пришла координата: $GPRMC,093150.000,A,6007.11730,N,03008.84288,E,0.0,0.0,080422,,,A*6C"""
129080;2022-04-08 ; 12:32:15 ;" ""Пришла координата: $GPRMC,093215.000,A,6007.11730,N,03008.84288,E,0.0,0.0,080422,,,A*6E"""
129177;2022-04-08 ; 12:32:40 ;" ""Пришла координата: $GPRMC,093240.000,A,6007.11749,N,03008.84350,E,0.1,0.0,080422,,,A*65"""
129283;2022-04-08 ; 12:33:05 ;" ""Пришла координата: $GPRMC,093305.000,A,6007.11764,N,03008.84345,E,0.0,0.0,080422,,,A*6F"""
129371;2022-04-08 ; 12:33:30 ;" ""Пришла координата: $GPRMC,093330.000,A,6007.11764,N,03008.84345,E,0.1,0.0,080422,,,A*68"""
129474;2022-04-08 ; 12:33:55 ;" ""Пришла координата: $GPRMC,093355.000,A,6007.11769,N,03008.84352,E,0.0,0.0,080422,,,A*61"""
129573;2022-04-08 ; 12:34:20 ;" ""Пришла координата: $GPRMC,093420.000,A,6007.11769,N,03008.84352,E,0.0,0.0,080422,,,A*64"""
129676;2022-04-08 ; 12:34:45 ;" ""Пришла координата: $GPRMC,093445.000,A,6007.11772,N,03008.84352,E,0.1,0.0,080422,,,A*6C"""
129772;2022-04-08 ; 12:35:10 ;" ""Пришла координата: $GPRMC,093510.000,A,6007.11768,N,03008.84420,E,0.1,0.0,080422,,,A*64"""
129871;2022-04-08 ; 12:35:35 ;" ""Пришла координата: $GPRMC,093535.000,A,6007.11768,N,03008.84420,E,0.0,0.0,080422,,,A*62"""
129971;2022-04-08 ; 12:36:00 ;" ""Пришла координата: $GPRMC,093600.000,A,6007.11778,N,03008.84408,E,0.1,0.0,080422,,,A*6D"""
130071;2022-04-08 ; 12:36:25 ;" ""Пришла координата: $GPRMC,093625.000,A,6007.11783,N,03008.84386,E,0.0,0.0,080422,,,A*6E"""
130173;2022-04-08 ; 12:36:50 ;" ""Пришла координата: $GPRMC,093650.000,A,6007.11783,N,03008.84386,E,0.0,0.0,080422,,,A*6C"""
130275;2022-04-08 ; 12:37:16 ;" ""Пришла координата: $GPRMC,093715.000,A,6007.11771,N,03008.84380,E,0.1,0.0,080422,,,A*66"""
130368;2022-04-08 ; 12:37:40 ;" ""Пришла координата: $GPRMC,093740.000,A,6007.11771,N,03008.84380,E,0.1,0.0,080422,,,A*66"""
130471;2022-04-08 ; 12:38:05 ;" ""Пришла координата: $GPRMC,093805.000,A,6007.11768,N,03008.84398,E,0.0,0.0,080422,,,A*68"""
130566;2022-04-08 ; 12:38:30 ;" ""Пришла координата: $GPRMC,093830.000,A,6007.11768,N,03008.84389,E,0.0,0.0,080422,,,A*6E"""
130670;2022-04-08 ; 12:38:55 ;" ""Пришла координата: $GPRMC,093855.000,A,6007.11768,N,03008.84389,E,0.0,0.0,080422,,,A*6D"""
130770;2022-04-08 ; 12:39:20 ;" ""Пришла координата: $GPRMC,093920.000,A,6007.11774,N,03008.84406,E,0.0,0.0,080422,,,A*63"""
130875;2022-04-08 ; 12:39:45 ;" ""Пришла координата: $GPRMC,093945.000,A,6007.11797,N,03008.84408,E,0.1,0.0,080422,,,A*62"""
130969;2022-04-08 ; 12:40:10 ;" ""Пришла координата: $GPRMC,094010.000,A,6007.11797,N,03008.84408,E,0.1,0.0,080422,,,A*6C"""
131064;2022-04-08 ; 12:40:35 ;" ""Пришла координата: $GPRMC,094035.000,A,6007.11800,N,03008.84457,E,0.0,0.0,080422,,,A*61"""
131161;2022-04-08 ; 12:41:00 ;" ""Пришла координата: $GPRMC,094100.000,A,6007.11800,N,03008.84457,E,0.1,0.0,080422,,,A*67"""
131259;2022-04-08 ; 12:41:25 ;" ""Пришла координата: $GPRMC,094125.000,A,6007.11050,N,03008.87213,E,0.1,0.0,080422,,,A*68"""
131366;2022-04-08 ; 12:41:50 ;" ""Пришла координата: $GPRMC,094150.000,A,6007.12207,N,03008.88850,E,0.2,189.5,080422,,,A*6D"""
131474;2022-04-08 ; 12:42:15 ;" ""Пришла координата: $GPRMC,094215.000,A,6007.12775,N,03008.88878,E,4.3,10.8,080422,,,A*5C"""
131570;2022-04-08 ; 12:42:40 ;" ""Пришла координата: $GPRMC,094240.000,A,6007.19272,N,03008.98581,E,20.0,51.8,080422,,,A*6F"""
131678;2022-04-08 ; 12:43:05 ;" ""Пришла координата: $GPRMC,094305.000,A,6007.28473,N,03009.22469,E,19.7,51.5,080422,,,A*6D"""
131771;2022-04-08 ; 12:43:30 ;" ""Пришла координата: $GPRMC,094330.000,A,6007.31846,N,03009.30946,E,4.3,49.3,080422,,,A*5D"""
131874;2022-04-08 ; 12:43:55 ;" ""Пришла координата: $GPRMC,094355.000,A,6007.35401,N,03009.39912,E,20.4,48.7,080422,,,A*69"""
131973;2022-04-08 ; 12:44:20 ;" ""Пришла координата: $GPRMC,094420.000,A,6007.42998,N,03009.59698,E,4.8,48.6,080422,,,A*51"""
132074;2022-04-08 ; 12:44:45 ;" ""Пришла координата: $GPRMC,094445.000,A,6007.43435,N,03009.65903,E,9.0,152.7,080422,,,A*65"""
132172;2022-04-08 ; 12:45:10 ;" ""Пришла координата: $GPRMC,094510.000,A,6007.41650,N,03009.68208,E,8.3,134.2,080422,,,A*6D"""
132267;2022-04-08 ; 12:45:35 ;" ""Пришла координата: $GPRMC,094535.000,A,6007.31134,N,03009.84787,E,21.7,139.5,080422,,,A*5D"""
132367;2022-04-08 ; 12:46:00 ;" ""Пришла координата: $GPRMC,094600.000,A,6007.24052,N,03010.10472,E,18.5,112.8,080422,,,A*5D"""
132466;2022-04-08 ; 12:46:25 ;" ""Пришла координата: $GPRMC,094625.000,A,6007.22785,N,03010.15886,E,0.0,0.0,080422,,,A*65"""
132571;2022-04-08 ; 12:46:50 ;" ""Пришла координата: $GPRMC,094650.000,A,6007.21640,N,03010.22466,E,16.1,112.4,080422,,,A*5A"""
132670;2022-04-08 ; 12:47:15 ;" ""Пришла координата: $GPRMC,094715.000,A,6007.16836,N,03010.47300,E,19.3,112.0,080422,,,A*5C"""
132758;2022-04-08 ; 12:47:40 ;" ""Пришла координата: $GPRMC,094740.000,A,6007.13450,N,03010.62230,E,0.4,354.1,080422,,,A*6E"""
132899;2022-04-08 ; 12:48:05 ;" ""Пришла координата: $GPRMC,094805.000,A,6007.13450,N,03010.62230,E,0.3,91.4,080422,,,A*58"""
133019;2022-04-08 ; 12:48:30 ;" ""Пришла координата: $GPRMC,094830.000,A,6007.11139,N,03010.73529,E,2.5,148.7,080422,,,A*6B"""
133128;2022-04-08 ; 12:48:55 ;" ""Пришла координата: $GPRMC,094855.000,A,6007.09430,N,03010.82182,E,20.0,113.7,080422,,,A*5D"""
133240;2022-04-08 ; 12:49:20 ;" ""Пришла координата: $GPRMC,094920.000,A,6007.04818,N,03011.14203,E,18.7,104.7,080422,,,A*5B"""
133359;2022-04-08 ; 12:49:45 ;" ""Пришла координата: $GPRMC,094945.000,A,6007.03948,N,03011.21226,E,0.1,0.0,080422,,,A*67"""
133490;2022-04-08 ; 12:50:10 ;" ""Пришла координата: $GPRMC,095010.000,A,6007.03948,N,03011.21226,E,0.0,0.0,080422,,,A*6E"""
133614;2022-04-08 ; 12:50:35 ;" ""Пришла координата: $GPRMC,095035.000,A,6007.03867,N,03011.21418,E,0.2,0.0,080422,,,A*6C"""
133743;2022-04-08 ; 12:51:00 ;" ""Пришла координата: $GPRMC,095100.000,A,6007.04243,N,03011.26848,E,11.6,93.1,080422,,,A*61"""
133843;2022-04-08 ; 12:51:25 ;" ""Пришла координата: $GPRMC,095125.000,A,6007.04077,N,03011.32359,E,16.0,93.2,080422,,,A*6F"""
133959;2022-04-08 ; 12:51:50 ;" ""Пришла координата: $GPRMC,095150.000,A,6007.03561,N,03011.56870,E,28.2,92.7,080422,,,A*61"""
134055;2022-04-08 ; 12:52:15 ;" ""Пришла координата: $GPRMC,095215.000,A,6007.02749,N,03011.85718,E,0.1,0.0,080422,,,A*60"""
134147;2022-04-08 ; 12:52:40 ;" ""Пришла координата: $GPRMC,095240.000,A,6007.02468,N,03011.99112,E,27.2,91.9,080422,,,A*66"""
134252;2022-04-08 ; 12:53:05 ;" ""Пришла координата: $GPRMC,095305.000,A,6007.01063,N,03012.47716,E,37.6,98.8,080422,,,A*65"""
134352;2022-04-08 ; 12:53:30 ;" ""Пришла координата: $GPRMC,095330.000,A,6006.94388,N,03012.86492,E,10.3,121.3,080422,,,A*52"""
134456;2022-04-08 ; 12:53:55 ;" ""Пришла координата: $GPRMC,095355.000,A,6006.93950,N,03012.88283,E,0.0,0.0,080422,,,A*62"""
134561;2022-04-08 ; 12:54:20 ;" ""Пришла координата: $GPRMC,095420.000,A,6006.90295,N,03013.10380,E,30.8,109.9,080422,,,A*5E"""
134666;2022-04-08 ; 12:54:45 ;" ""Пришла координата: $GPRMC,095445.000,A,6006.84110,N,03013.52689,E,31.1,101.8,080422,,,A*5D"""
134756;2022-04-08 ; 12:55:10 ;" ""Пришла координата: $GPRMC,095510.000,A,6006.82120,N,03013.95544,E,31.3,92.9,080422,,,A*68"""
134857;2022-04-08 ; 12:55:35 ;" ""Пришла координата: $GPRMC,095535.000,A,6006.81372,N,03014.22748,E,8.4,94.5,080422,,,A*5B"""
134961;2022-04-08 ; 12:56:00 ;" ""Пришла координата: $GPRMC,095600.000,A,6006.77656,N,03014.43246,E,21.3,155.6,080422,,,A*5B"""
135061;2022-04-08 ; 12:56:25 ;" ""Пришла координата: $GPRMC,095625.000,A,6006.56600,N,03014.62505,E,38.4,155.2,080422,,,A*54"""
135159;2022-04-08 ; 12:56:50 ;" ""Пришла координата: $GPRMC,095650.000,A,6006.37271,N,03014.79799,E,21.5,152.9,080422,,,A*5B"""
135256;2022-04-08 ; 12:57:15 ;" ""Пришла координата: $GPRMC,095715.000,A,6006.33108,N,03014.82860,E,11.7,160.2,080422,,,A*54"""
135356;2022-04-08 ; 12:57:40 ;" ""Пришла координата: $GPRMC,095740.000,A,6006.17748,N,03014.95010,E,28.2,158.3,080422,,,A*5C"""
135456;2022-04-08 ; 12:58:05 ;" ""Пришла координата: $GPRMC,095805.000,A,6005.95503,N,03015.12288,E,34.1,158.9,080422,,,A*5F"""
135550;2022-04-08 ; 12:58:30 ;" ""Пришла координата: $GPRMC,095830.000,A,6005.70964,N,03015.30790,E,35.2,159.2,080422,,,A*5B"""
135654;2022-04-08 ; 12:58:55 ;" ""Пришла координата: $GPRMC,095855.000,A,6005.50324,N,03015.46225,E,28.9,159.5,080422,,,A*5E"""
135750;2022-04-08 ; 12:59:20 ;" ""Пришла координата: $GPRMC,095920.000,A,6005.33727,N,03015.58513,E,27.2,160.0,080422,,,A*59"""
135857;2022-04-08 ; 12:59:45 ;" ""Пришла координата: $GPRMC,095945.000,A,6005.18740,N,03015.69523,E,32.1,158.9,080422,,,A*56"""
135952;2022-04-08 ; 13:00:10 ;" ""Пришла координата: $GPRMC,100010.000,A,6004.99236,N,03015.82248,E,9.6,170.2,080422,,,A*6F"""
136053;2022-04-08 ; 13:00:35 ;" ""Пришла координата: $GPRMC,100035.000,A,6004.94477,N,03015.82602,E,22.8,187.7,080422,,,A*56"""
136145;2022-04-08 ; 13:01:00 ;" ""Пришла координата: $GPRMC,100100.000,A,6004.76876,N,03015.91688,E,20.6,136.5,080422,,,A*54"""
136241;2022-04-08 ; 13:01:25 ;" ""Пришла координата: $GPRMC,100125.000,A,6004.70965,N,03016.05351,E,22.3,126.2,080422,,,A*58"""
136349;2022-04-08 ; 13:01:50 ;" ""Пришла координата: $GPRMC,100150.000,A,6004.62906,N,03016.27398,E,19.8,127.9,080422,,,A*50"""
136448;2022-04-08 ; 13:02:15 ;" ""Пришла координата: $GPRMC,100215.000,A,6004.56471,N,03016.44719,E,13.9,127.1,080422,,,A*53"""
136547;2022-04-08 ; 13:02:41 ;" ""Пришла координата: $GPRMC,100240.000,A,6004.53576,N,03016.51932,E,0.0,0.0,080422,,,A*6D"""
136666;2022-04-08 ; 13:03:05 ;" ""Пришла координата: $GPRMC,100305.000,A,6004.48440,N,03016.66431,E,27.5,126.4,080422,,,A*58"""
136755;2022-04-08 ; 13:03:30 ;" ""Пришла координата: $GPRMC,100330.000,A,6004.36452,N,03016.98593,E,33.8,126.9,080422,,,A*59"""
136859;2022-04-08 ; 13:03:55 ;" ""Пришла координата: $GPRMC,100355.000,A,6004.21655,N,03017.38149,E,34.7,127.0,080422,,,A*51"""
136963;2022-04-08 ; 13:04:20 ;" ""Пришла координата: $GPRMC,100420.000,A,6004.11575,N,03017.64852,E,17.0,127.5,080422,,,A*5F"""
137064;2022-04-08 ; 13:04:45 ;" ""Пришла координата: $GPRMC,100445.000,A,6004.07912,N,03017.74349,E,3.8,128.6,080422,,,A*67"""
137157;2022-04-08 ; 13:05:10 ;" ""Пришла координата: $GPRMC,100510.000,A,6004.05625,N,03017.79590,E,0.1,0.0,080422,,,A*67"""
137256;2022-04-08 ; 13:05:35 ;" ""Пришла координата: $GPRMC,100535.000,A,6004.05625,N,03017.79590,E,0.0,0.0,080422,,,A*61"""
137358;2022-04-08 ; 13:06:00 ;" ""Пришла координата: $GPRMC,100600.000,A,6004.04320,N,03017.83708,E,18.0,122.6,080422,,,A*5D"""
137457;2022-04-08 ; 13:06:25 ;" ""Пришла координата: $GPRMC,100625.000,A,6003.86785,N,03018.09376,E,37.5,154.7,080422,,,A*54"""
137557;2022-04-08 ; 13:06:50 ;" ""Пришла координата: $GPRMC,100650.000,A,6003.69697,N,03018.22251,E,1.6,163.1,080422,,,A*6C"""
137652;2022-04-08 ; 13:07:15 ;" ""Пришла координата: $GPRMC,100715.000,A,6003.67131,N,03018.24726,E,17.4,157.7,080422,,,A*5E"""
137764;2022-04-08 ; 13:07:40 ;" ""Пришла координата: $GPRMC,100740.000,A,6003.50114,N,03018.36650,E,20.9,160.8,080422,,,A*5C"""
137874;2022-04-08 ; 13:08:05 ;" ""Пришла координата: $GPRMC,100805.000,A,6003.46514,N,03018.38913,E,0.1,0.0,080422,,,A*62"""
137973;2022-04-08 ; 13:08:30 ;" ""Пришла координата: $GPRMC,100830.000,A,6003.46212,N,03018.39127,E,5.5,146.8,080422,,,A*61"""
138074;2022-04-08 ; 13:08:55 ;" ""Пришла координата: $GPRMC,100855.000,A,6003.30608,N,03018.50401,E,35.2,163.5,080422,,,A*5C"""
138172;2022-04-08 ; 13:09:20 ;" ""Пришла координата: $GPRMC,100920.000,A,6003.07741,N,03018.63771,E,23.2,165.1,080422,,,A*56"""
138277;2022-04-08 ; 13:09:45 ;" ""Пришла координата: $GPRMC,100945.000,A,6003.05392,N,03018.64947,E,0.0,0.0,080422,,,A*61"""
138370;2022-04-08 ; 13:10:10 ;" ""Пришла координата: $GPRMC,101010.000,A,6003.03830,N,03018.66174,E,16.5,163.8,080422,,,A*58"""
138469;2022-04-08 ; 13:10:35 ;" ""Пришла координата: $GPRMC,101035.000,A,6002.88217,N,03018.75132,E,13.9,162.8,080422,,,A*5A"""
138569;2022-04-08 ; 13:11:00 ;" ""Пришла координата: $GPRMC,101100.000,A,6002.86514,N,03018.76154,E,0.2,148.4,080422,,,A*69"""
138663;2022-04-08 ; 13:11:25 ;" ""Пришла координата: $GPRMC,101125.000,A,6002.73945,N,03018.83717,E,23.9,163.9,080422,,,A*59"""
138751;2022-04-08 ; 13:11:50 ;" ""Пришла координата: $GPRMC,101150.000,A,6002.62118,N,03018.91724,E,11.9,125.9,080422,,,A*5B"""
138833;2022-04-08 ; 13:12:15 ;" ""Пришла координата: $GPRMC,101215.000,A,6002.64843,N,03019.11882,E,22.0,74.1,080422,,,A*66"""
138928;2022-04-08 ; 13:12:40 ;" ""Пришла координата: $GPRMC,101240.000,A,6002.66953,N,03019.28024,E,0.1,0.0,080422,,,A*69"""
139028;2022-04-08 ; 13:13:05 ;" ""Пришла координата: $GPRMC,101305.000,A,6002.67683,N,03019.40665,E,25.2,97.1,080422,,,A*6C"""
139120;2022-04-08 ; 13:13:30 ;" ""Пришла координата: $GPRMC,101330.000,A,6002.63247,N,03019.63248,E,11.4,112.6,080422,,,A*52"""
139228;2022-04-08 ; 13:13:55 ;" ""Пришла координата: $GPRMC,101355.000,A,6002.62669,N,03019.65682,E,0.1,0.0,080422,,,A*6D"""
139327;2022-04-08 ; 13:14:20 ;" ""Пришла координата: $GPRMC,101420.000,A,6002.59837,N,03019.66087,E,0.8,166.8,080422,,,A*65"""
139449;2022-04-08 ; 13:14:45 ;" ""Пришла координата: $GPRMC,101445.000,A,6002.59219,N,03019.65427,E,3.9,181.3,080422,,,A*6D"""
139548;2022-04-08 ; 13:15:10 ;" ""Пришла координата: $GPRMC,101510.000,A,6002.55438,N,03019.63575,E,7.6,198.5,080422,,,A*60"""
139642;2022-04-08 ; 13:15:35 ;" ""Пришла координата: $GPRMC,101535.000,A,6002.53506,N,03019.62355,E,0.2,0.0,080422,,,A*6E"""
139743;2022-04-08 ; 13:16:00 ;" ""Пришла координата: $GPRMC,101600.000,A,6002.52743,N,03019.61585,E,9.5,201.7,080422,,,A*6B"""
139836;2022-04-08 ; 13:16:25 ;" ""Пришла координата: $GPRMC,101625.000,A,6002.40222,N,03019.51499,E,22.5,200.4,080422,,,A*59"""
139944;2022-04-08 ; 13:16:50 ;" ""Пришла координата: $GPRMC,101650.000,A,6002.27283,N,03019.41393,E,12.1,203.2,080422,,,A*5F"""
140041;2022-04-08 ; 13:17:15 ;" ""Пришла координата: $GPRMC,101715.000,A,6002.21794,N,03019.37159,E,13.6,198.9,080422,,,A*53"""
