;0;1;5
140146;2022-04-08 ; 13:17:40 ;" ""Пришла координата: $GPRMC,101740.000,A,6002.18943,N,03019.34479,E,0.0,0.0,080422,,,A*64"""
140272;2022-04-08 ; 13:18:05 ;" ""Пришла координата: $GPRMC,101805.000,A,6002.18943,N,03019.34479,E,0.1,0.0,080422,,,A*6B"""
140384;2022-04-08 ; 13:18:30 ;" ""Пришла координата: $GPRMC,101830.000,A,6002.18937,N,03019.34637,E,0.1,0.0,080422,,,A*66"""
140485;2022-04-08 ; 13:18:55 ;" ""Пришла координата: $GPRMC,101855.000,A,6002.16196,N,03019.32020,E,17.1,199.8,080422,,,A*51"""
140585;2022-04-08 ; 13:19:20 ;" ""Пришла координата: $GPRMC,101920.000,A,6002.14658,N,03019.20885,E,7.0,289.3,080422,,,A*68"""
140686;2022-04-08 ; 13:19:45 ;" ""Пришла координата: $GPRMC,101945.000,A,6002.27436,N,03019.13148,E,35.6,343.6,080422,,,A*5C"""
140779;2022-04-08 ; 13:20:10 ;" ""Пришла координата: $GPRMC,102010.000,A,6002.49007,N,03019.00408,E,27.5,343.8,080422,,,A*55"""
140874;2022-04-08 ; 13:20:35 ;" ""Пришла координата: $GPRMC,102035.000,A,6002.57321,N,03018.95963,E,0.2,0.0,080422,,,A*69"""
140972;2022-04-08 ; 13:21:00 ;" ""Пришла координата: $GPRMC,102100.000,A,6002.59220,N,03018.94914,E,15.4,343.8,080422,,,A*5F"""
141068;2022-04-08 ; 13:21:25 ;" ""Пришла координата: $GPRMC,102125.000,A,6002.74387,N,03018.85966,E,25.0,343.7,080422,,,A*56"""
141173;2022-04-08 ; 13:21:50 ;" ""Пришла координата: $GPRMC,102150.000,A,6002.81973,N,03018.81313,E,0.2,0.0,080422,,,A*65"""
141271;2022-04-08 ; 13:22:15 ;" ""Пришла координата: $GPRMC,102215.000,A,6002.83804,N,03018.80552,E,11.0,343.4,080422,,,A*54"""
141368;2022-04-08 ; 13:22:40 ;" ""Пришла координата: $GPRMC,102240.000,A,6002.95853,N,03018.73358,E,13.8,344.0,080422,,,A*58"""
141469;2022-04-08 ; 13:23:05 ;" ""Пришла координата: $GPRMC,102305.000,A,6002.98296,N,03018.71822,E,2.0,344.6,080422,,,A*6C"""
141562;2022-04-08 ; 13:23:30 ;" ""Пришла координата: $GPRMC,102330.000,A,6003.11083,N,03018.64181,E,22.9,343.4,080422,,,A*56"""
141668;2022-04-08 ; 13:23:55 ;" ""Пришла координата: $GPRMC,102355.000,A,6003.26983,N,03018.55269,E,25.5,343.2,080422,,,A*52"""
141764;2022-04-08 ; 13:24:20 ;" ""Пришла координата: $GPRMC,102420.000,A,6003.48233,N,03018.40881,E,31.7,340.4,080422,,,A*55"""
141872;2022-04-08 ; 13:24:45 ;" ""Пришла координата: $GPRMC,102445.000,A,6003.69821,N,03018.25753,E,33.1,340.8,080422,,,A*57"""
141963;2022-04-08 ; 13:25:10 ;" ""Пришла координата: $GPRMC,102510.000,A,6003.75278,N,03018.27719,E,6.8,58.6,080422,,,A*5A"""
142056;2022-04-08 ; 13:25:35 ;" ""Пришла координата: $GPRMC,102535.000,A,6003.79928,N,03018.52986,E,5.6,79.9,080422,,,A*54"""
142158;2022-04-08 ; 13:26:00 ;" ""Пришла координата: $GPRMC,102600.000,A,6003.81228,N,03018.58953,E,9.9,64.3,080422,,,A*5A"""
142256;2022-04-08 ; 13:26:25 ;" ""Пришла координата: $GPRMC,102625.000,A,6003.85226,N,03018.78261,E,15.9,72.1,080422,,,A*67"""
142360;2022-04-08 ; 13:26:50 ;" ""Пришла координата: $GPRMC,102650.000,A,6003.90140,N,03018.88255,E,11.8,127.2,080422,,,A*5D"""
142458;2022-04-08 ; 13:27:15 ;" ""Пришла координата: $GPRMC,102715.000,A,6003.87587,N,03018.95302,E,1.2,260.5,080422,,,A*67"""
142551;2022-04-08 ; 13:27:41 ;" ""Пришла координата: $GPRMC,102740.000,A,6003.87533,N,03018.95367,E,0.1,0.0,080422,,,A*68"""
142653;2022-04-08 ; 13:28:05 ;" ""Пришла координата: $GPRMC,102805.000,A,6003.87533,N,03018.95367,E,0.0,0.0,080422,,,A*67"""
142751;2022-04-08 ; 13:28:30 ;" ""Пришла координата: $GPRMC,102830.000,A,6003.87553,N,03018.95388,E,0.0,0.0,080422,,,A*66"""
142854;2022-04-08 ; 13:28:55 ;" ""Пришла координата: $GPRMC,102855.000,A,6003.87554,N,03018.95425,E,0.0,0.0,080422,,,A*62"""
142957;2022-04-08 ; 13:29:20 ;" ""Пришла координата: $GPRMC,102920.000,A,6003.87554,N,03018.95425,E,0.0,0.0,080422,,,A*61"""
143057;2022-04-08 ; 13:29:45 ;" ""Пришла координата: $GPRMC,102945.000,A,6003.87546,N,03018.95423,E,0.0,0.0,080422,,,A*67"""
143151;2022-04-08 ; 13:30:10 ;" ""Пришла координата: $GPRMC,103010.000,A,6003.87533,N,03018.95391,E,0.0,0.0,080422,,,A*63"""
143250;2022-04-08 ; 13:30:35 ;" ""Пришла координата: $GPRMC,103035.000,A,6003.87533,N,03018.95391,E,0.1,0.0,080422,,,A*65"""
143353;2022-04-08 ; 13:31:00 ;" ""Пришла координата: $GPRMC,103100.000,A,6003.87525,N,03018.95424,E,0.0,0.0,080422,,,A*6D"""
143453;2022-04-08 ; 13:31:25 ;" ""Пришла координата: $GPRMC,103125.000,A,6003.87525,N,03018.95424,E,0.0,0.0,080422,,,A*6A"""
143555;2022-04-08 ; 13:31:50 ;" ""Пришла координата: $GPRMC,103150.000,A,6003.87520,N,03018.95436,E,0.0,0.0,080422,,,A*6E"""
143653;2022-04-08 ; 13:32:15 ;" ""Пришла координата: $GPRMC,103215.000,A,6003.87539,N,03018.95397,E,0.0,0.0,080422,,,A*68"""
143744;2022-04-08 ; 13:32:41 ;" ""Пришла координата: $GPRMC,103240.000,A,6003.87539,N,03018.95397,E,0.1,0.0,080422,,,A*69"""
143855;2022-04-08 ; 13:33:05 ;" ""Пришла координата: $GPRMC,103305.000,A,6003.87506,N,03018.95512,E,0.0,0.0,080422,,,A*6F"""
143950;2022-04-08 ; 13:33:30 ;" ""Пришла координата: $GPRMC,103330.000,A,6003.87507,N,03018.95521,E,0.0,0.0,080422,,,A*68"""
144052;2022-04-08 ; 13:33:55 ;" ""Пришла координата: $GPRMC,103355.000,A,6003.87507,N,03018.95521,E,0.0,0.0,080422,,,A*6B"""
144148;2022-04-08 ; 13:34:20 ;" ""Пришла координата: $GPRMC,103420.000,A,6003.87496,N,03018.95525,E,0.1,0.0,080422,,,A*62"""
144251;2022-04-08 ; 13:34:45 ;" ""Пришла координата: $GPRMC,103445.000,A,6003.87496,N,03018.95525,E,0.0,0.0,080422,,,A*60"""
144351;2022-04-08 ; 13:35:10 ;" ""Пришла координата: $GPRMC,103510.000,A,6003.87486,N,03018.95496,E,0.0,0.0,080422,,,A*69"""
144448;2022-04-08 ; 13:35:35 ;" ""Пришла координата: $GPRMC,103535.000,A,6003.87485,N,03018.95475,E,0.0,0.0,080422,,,A*60"""
144551;2022-04-08 ; 13:36:00 ;" ""Пришла координата: $GPRMC,103600.000,A,6003.87485,N,03018.95475,E,0.1,0.0,080422,,,A*64"""
144646;2022-04-08 ; 13:36:25 ;" ""Пришла координата: $GPRMC,103625.000,A,6003.87483,N,03018.95437,E,0.1,0.0,080422,,,A*63"""
144748;2022-04-08 ; 13:36:50 ;" ""Пришла координата: $GPRMC,103650.000,A,6003.87474,N,03018.95430,E,0.0,0.0,080422,,,A*6F"""
144851;2022-04-08 ; 13:37:15 ;" ""Пришла координата: $GPRMC,103715.000,A,6003.87474,N,03018.95430,E,0.0,0.0,080422,,,A*6F"""
144948;2022-04-08 ; 13:37:40 ;" ""Пришла координата: $GPRMC,103740.000,A,6003.87439,N,03018.95446,E,0.0,0.0,080422,,,A*67"""
145049;2022-04-08 ; 13:38:05 ;" ""Пришла координата: $GPRMC,103805.000,A,6003.87439,N,03018.95446,E,0.1,0.0,080422,,,A*68"""
145144;2022-04-08 ; 13:38:30 ;" ""Пришла координата: $GPRMC,103830.000,A,6003.87437,N,03018.95424,E,0.0,0.0,080422,,,A*65"""
145250;2022-04-08 ; 13:38:55 ;" ""Пришла координата: $GPRMC,103855.000,A,6003.87439,N,03018.95512,E,0.0,0.0,080422,,,A*6C"""
145346;2022-04-08 ; 13:39:20 ;" ""Пришла координата: $GPRMC,103920.000,A,6003.87439,N,03018.95512,E,0.0,0.0,080422,,,A*6F"""
145451;2022-04-08 ; 13:39:45 ;" ""Пришла координата: $GPRMC,103945.000,A,6003.87438,N,03018.95530,E,0.1,0.0,080422,,,A*6C"""
145548;2022-04-08 ; 13:40:10 ;" ""Пришла координата: $GPRMC,104010.000,A,6003.87450,N,03018.95567,E,0.0,0.0,080422,,,A*6F"""
145646;2022-04-08 ; 13:40:35 ;" ""Пришла координата: $GPRMC,104035.000,A,6003.87450,N,03018.95567,E,0.0,0.0,080422,,,A*68"""
145742;2022-04-08 ; 13:41:00 ;" ""Пришла координата: $GPRMC,104100.000,A,6003.87455,N,03018.95581,E,0.1,0.0,080422,,,A*63"""
145841;2022-04-08 ; 13:41:25 ;" ""Пришла координата: $GPRMC,104125.000,A,6003.87996,N,03018.95364,E,0.0,0.0,080422,,,A*6A"""
145947;2022-04-08 ; 13:41:50 ;" ""Пришла координата: $GPRMC,104150.000,A,6003.87689,N,03018.95900,E,0.1,0.0,080422,,,A*60"""
146044;2022-04-08 ; 13:42:15 ;" ""Пришла координата: $GPRMC,104215.000,A,6003.87594,N,03018.95469,E,0.1,0.0,080422,,,A*6F"""
146142;2022-04-08 ; 13:42:41 ;" ""Пришла координата: $GPRMC,104240.000,A,6003.87320,N,03018.95518,E,0.1,0.0,080422,,,A*61"""
146244;2022-04-08 ; 13:43:05 ;" ""Пришла координата: $GPRMC,104305.000,A,6003.87284,N,03018.95727,E,0.0,0.0,080422,,,A*61"""
146341;2022-04-08 ; 13:43:30 ;" ""Пришла координата: $GPRMC,104330.000,A,6003.87284,N,03018.95727,E,0.1,0.0,080422,,,A*66"""
146446;2022-04-08 ; 13:43:55 ;" ""Пришла координата: $GPRMC,104355.000,A,6003.87272,N,03018.95690,E,0.0,0.0,080422,,,A*60"""
146540;2022-04-08 ; 13:44:20 ;" ""Пришла координата: $GPRMC,104420.000,A,6003.87335,N,03018.96044,E,2.6,114.5,080422,,,A*6E"""
146645;2022-04-08 ; 13:44:45 ;" ""Пришла координата: $GPRMC,104445.000,A,6003.86996,N,03018.97463,E,0.1,0.0,080422,,,A*6B"""
146742;2022-04-08 ; 13:45:10 ;" ""Пришла координата: $GPRMC,104510.000,A,6003.86996,N,03018.97463,E,0.0,0.0,080422,,,A*6B"""
146842;2022-04-08 ; 13:45:35 ;" ""Пришла координата: $GPRMC,104535.000,A,6003.86998,N,03018.97452,E,0.0,0.0,080422,,,A*60"""
146941;2022-04-08 ; 13:46:00 ;" ""Пришла координата: $GPRMC,104600.000,A,6003.87008,N,03018.97453,E,0.0,0.0,080422,,,A*65"""
147040;2022-04-08 ; 13:46:25 ;" ""Пришла координата: $GPRMC,104625.000,A,6003.87008,N,03018.97453,E,0.1,0.0,080422,,,A*63"""
147143;2022-04-08 ; 13:46:50 ;" ""Пришла координата: $GPRMC,104650.000,A,6003.86991,N,03018.97456,E,0.0,0.0,080422,,,A*6D"""
147238;2022-04-08 ; 13:47:15 ;" ""Пришла координата: $GPRMC,104715.000,A,6003.86994,N,03018.97452,E,0.0,0.0,080422,,,A*6C"""
147334;2022-04-08 ; 13:47:40 ;" ""Пришла координата: $GPRMC,104740.000,A,6003.86994,N,03018.97452,E,0.1,0.0,080422,,,A*6D"""
147441;2022-04-08 ; 13:48:05 ;" ""Пришла координата: $GPRMC,104805.000,A,6003.87018,N,03018.97464,E,0.0,0.0,080422,,,A*6B"""
147538;2022-04-08 ; 13:48:30 ;" ""Пришла координата: $GPRMC,104830.000,A,6003.87018,N,03018.97464,E,0.0,0.0,080422,,,A*6D"""
147633;2022-04-08 ; 13:48:55 ;" ""Пришла координата: $GPRMC,104855.000,A,6003.87025,N,03018.97444,E,0.0,0.0,080422,,,A*62"""
147738;2022-04-08 ; 13:49:20 ;" ""Пришла координата: $GPRMC,104920.000,A,6003.87036,N,03018.97394,E,0.1,0.0,080422,,,A*68"""
147843;2022-04-08 ; 13:49:45 ;" ""Пришла координата: $GPRMC,104945.000,A,6003.87036,N,03018.97394,E,0.2,0.0,080422,,,A*68"""
147931;2022-04-08 ; 13:50:10 ;" ""Пришла координата: $GPRMC,105010.000,A,6003.87045,N,03018.97380,E,0.1,0.0,080422,,,A*62"""
148035;2022-04-08 ; 13:50:35 ;" ""Пришла координата: $GPRMC,105035.000,A,6003.87065,N,03018.97326,E,0.1,0.0,080422,,,A*6B"""
148134;2022-04-08 ; 13:51:00 ;" ""Пришла координата: $GPRMC,105100.000,A,6003.87065,N,03018.97326,E,0.0,0.0,080422,,,A*6D"""
148232;2022-04-08 ; 13:51:26 ;" ""Пришла координата: $GPRMC,105125.000,A,6003.87073,N,03018.97302,E,0.1,0.0,080422,,,A*6A"""
148336;2022-04-08 ; 13:51:50 ;" ""Пришла координата: $GPRMC,105150.000,A,6003.87073,N,03018.97302,E,0.1,0.0,080422,,,A*68"""
148436;2022-04-08 ; 13:52:15 ;" ""Пришла координата: $GPRMC,105215.000,A,6003.87075,N,03018.97261,E,0.0,0.0,080422,,,A*69"""
148527;2022-04-08 ; 13:52:40 ;" ""Пришла координата: $GPRMC,105240.000,A,6003.87049,N,03018.97262,E,0.0,0.0,080422,,,A*65"""
148632;2022-04-08 ; 13:53:05 ;" ""Пришла координата: $GPRMC,105305.000,A,6003.87049,N,03018.97262,E,0.0,0.0,080422,,,A*65"""
148724;2022-04-08 ; 13:53:30 ;" ""Пришла координата: $GPRMC,105330.000,A,6003.87034,N,03018.97251,E,0.0,0.0,080422,,,A*69"""
148832;2022-04-08 ; 13:53:55 ;" ""Пришла координата: $GPRMC,105355.000,A,6003.87028,N,03018.97229,E,0.1,0.0,080422,,,A*69"""
148931;2022-04-08 ; 13:54:20 ;" ""Пришла координата: $GPRMC,105420.000,A,6003.87028,N,03018.97229,E,0.1,0.0,080422,,,A*6C"""
149032;2022-04-08 ; 13:54:45 ;" ""Пришла координата: $GPRMC,105445.000,A,6003.87034,N,03018.97235,E,0.0,0.0,080422,,,A*6E"""
149132;2022-04-08 ; 13:55:10 ;" ""Пришла координата: $GPRMC,105510.000,A,6003.87034,N,03018.97235,E,0.1,0.0,080422,,,A*6E"""
149227;2022-04-08 ; 13:55:35 ;" ""Пришла координата: $GPRMC,105535.000,A,6003.87041,N,03018.97670,E,3.7,74.5,080422,,,A*5D"""
149328;2022-04-08 ; 13:56:00 ;" ""Пришла координата: $GPRMC,105600.000,A,6003.83349,N,03018.98604,E,1.6,197.3,080422,,,A*62"""
149428;2022-04-08 ; 13:56:25 ;" ""Пришла координата: $GPRMC,105625.000,A,6003.80297,N,03019.05402,E,9.1,113.5,080422,,,A*60"""
149526;2022-04-08 ; 13:56:50 ;" ""Пришла координата: $GPRMC,105650.000,A,6003.79432,N,03019.09093,E,5.4,114.6,080422,,,A*60"""
149623;2022-04-08 ; 13:57:15 ;" ""Пришла координата: $GPRMC,105715.000,A,6003.78948,N,03019.16983,E,9.6,31.1,080422,,,A*58"""
149720;2022-04-08 ; 13:57:40 ;" ""Пришла координата: $GPRMC,105740.000,A,6003.85909,N,03019.22945,E,0.0,0.0,080422,,,A*6E"""
149826;2022-04-08 ; 13:58:05 ;" ""Пришла координата: $GPRMC,105805.000,A,6003.88834,N,03019.26552,E,11.7,90.6,080422,,,A*64"""
149918;2022-04-08 ; 13:58:30 ;" ""Пришла координата: $GPRMC,105830.000,A,6003.81666,N,03019.61904,E,33.3,112.1,080422,,,A*56"""
150022;2022-04-08 ; 13:58:55 ;" ""Пришла координата: $GPRMC,105855.000,A,6003.73169,N,03020.03670,E,33.0,111.5,080422,,,A*56"""
150122;2022-04-08 ; 13:59:20 ;" ""Пришла координата: $GPRMC,105920.000,A,6003.66650,N,03020.31536,E,5.0,121.9,080422,,,A*66"""
150222;2022-04-08 ; 13:59:45 ;" ""Пришла координата: $GPRMC,105945.000,A,6003.64358,N,03020.41642,E,21.6,111.9,080422,,,A*5E"""
150323;2022-04-08 ; 14:00:10 ;" ""Пришла координата: $GPRMC,110010.000,A,6003.55064,N,03020.87257,E,41.8,111.4,080422,,,A*52"""
150416;2022-04-08 ; 14:00:35 ;" ""Пришла координата: $GPRMC,110035.000,A,6003.43828,N,03021.41006,E,35.4,112.1,080422,,,A*56"""
150514;2022-04-08 ; 14:01:00 ;" ""Пришла координата: $GPRMC,110100.000,A,6003.41673,N,03021.51979,E,0.0,0.0,080422,,,A*62"""
150610;2022-04-08 ; 14:01:25 ;" ""Пришла координата: $GPRMC,110125.000,A,6003.36806,N,03021.75767,E,31.5,112.0,080422,,,A*5B"""
150710;2022-04-08 ; 14:01:50 ;" ""Пришла координата: $GPRMC,110150.000,A,6003.27295,N,03022.20986,E,36.5,111.9,080422,,,A*56"""
150809;2022-04-08 ; 14:02:15 ;" ""Пришла координата: $GPRMC,110215.000,A,6003.17490,N,03022.69048,E,31.8,112.3,080422,,,A*51"""
150903;2022-04-08 ; 14:02:40 ;" ""Пришла координата: $GPRMC,110240.000,A,6003.11497,N,03022.79265,E,12.5,202.1,080422,,,A*50"""
151003;2022-04-08 ; 14:03:05 ;" ""Пришла координата: $GPRMC,110305.000,A,6003.10412,N,03022.78303,E,0.0,0.0,080422,,,A*6B"""
151103;2022-04-08 ; 14:03:30 ;" ""Пришла координата: $GPRMC,110330.000,A,6003.08797,N,03022.81686,E,9.8,112.6,080422,,,A*61"""
151208;2022-04-08 ; 14:03:55 ;" ""Пришла координата: $GPRMC,110355.000,A,6003.08102,N,03022.85643,E,4.6,120.6,080422,,,A*67"""
151308;2022-04-08 ; 14:04:20 ;" ""Пришла координата: $GPRMC,110420.000,A,6003.04978,N,03022.86528,E,20.1,206.2,080422,,,A*54"""
151411;2022-04-08 ; 14:04:45 ;" ""Пришла координата: $GPRMC,110445.000,A,6002.98813,N,03022.75651,E,18.8,22.4,080422,,,A*6E"""
151504;2022-04-08 ; 14:05:10 ;" ""Пришла координата: $GPRMC,110510.000,A,6003.12918,N,03022.87644,E,28.1,24.0,080422,,,A*67"""
151600;2022-04-08 ; 14:05:35 ;" ""Пришла координата: $GPRMC,110535.000,A,6003.27553,N,03023.00693,E,28.3,23.5,080422,,,A*61"""
151700;2022-04-08 ; 14:06:00 ;" ""Пришла координата: $GPRMC,110600.000,A,6003.42072,N,03023.14242,E,27.9,25.7,080422,,,A*6D"""
151797;2022-04-08 ; 14:06:25 ;" ""Пришла координата: $GPRMC,110625.000,A,6003.44817,N,03023.50213,E,36.2,133.3,080422,,,A*5A"""
151896;2022-04-08 ; 14:06:50 ;" ""Пришла координата: $GPRMC,110650.000,A,6003.24138,N,03023.93200,E,47.0,127.6,080422,,,A*53"""
151995;2022-04-08 ; 14:07:15 ;" ""Пришла координата: $GPRMC,110715.000,A,6003.08196,N,03024.48766,E,46.2,115.5,080422,,,A*5C"""
152087;2022-04-08 ; 14:07:40 ;" ""Пришла координата: $GPRMC,110740.000,A,6002.94378,N,03025.06421,E,46.4,115.8,080422,,,A*5A"""
152188;2022-04-08 ; 14:08:05 ;" ""Пришла координата: $GPRMC,110805.000,A,6002.79701,N,03025.62886,E,45.5,123.4,080422,,,A*55"""
152287;2022-04-08 ; 14:08:30 ;" ""Пришла координата: $GPRMC,110830.000,A,6002.58815,N,03026.10322,E,46.3,140.9,080422,,,A*54"""
152387;2022-04-08 ; 14:08:55 ;" ""Пришла координата: $GPRMC,110855.000,A,6002.29613,N,03026.36724,E,46.7,170.1,080422,,,A*50"""
152486;2022-04-08 ; 14:09:20 ;" ""Пришла координата: $GPRMC,110920.000,A,6001.98825,N,03026.52887,E,45.1,153.8,080422,,,A*58"""
152587;2022-04-08 ; 14:09:45 ;" ""Пришла координата: $GPRMC,110945.000,A,6001.71076,N,03026.80725,E,41.1,153.4,080422,,,A*52"""
152681;2022-04-08 ; 14:10:10 ;" ""Пришла координата: $GPRMC,111010.000,A,6001.44477,N,03027.07328,E,45.2,153.6,080422,,,A*5B"""
152778;2022-04-08 ; 14:10:35 ;" ""Пришла координата: $GPRMC,111035.000,A,6001.16882,N,03027.37817,E,45.7,142.9,080422,,,A*53"""
152876;2022-04-08 ; 14:11:00 ;" ""Пришла координата: $GPRMC,111100.000,A,6000.96783,N,03027.87536,E,46.5,124.2,080422,,,A*5C"""
152973;2022-04-08 ; 14:11:25 ;" ""Пришла координата: $GPRMC,111125.000,A,6000.73931,N,03028.31786,E,46.0,147.4,080422,,,A*5A"""
153078;2022-04-08 ; 14:11:50 ;" ""Пришла координата: $GPRMC,111150.000,A,6000.44211,N,03028.55172,E,46.4,169.7,080422,,,A*51"""
153181;2022-04-08 ; 14:12:15 ;" ""Пришла координата: $GPRMC,111215.000,A,6000.12207,N,03028.56557,E,46.2,181.5,080422,,,A*55"""
153276;2022-04-08 ; 14:12:40 ;" ""Пришла координата: $GPRMC,111240.000,A,5959.80543,N,03028.63305,E,46.5,166.3,080422,,,A*50"""
153378;2022-04-08 ; 14:13:05 ;" ""Пришла координата: $GPRMC,111305.000,A,5959.50913,N,03028.86698,E,46.1,151.1,080422,,,A*5C"""
153470;2022-04-08 ; 14:13:30 ;" ""Пришла координата: $GPRMC,111330.000,A,5959.25444,N,03029.24947,E,46.2,134.9,080422,,,A*5B"""
153570;2022-04-08 ; 14:13:55 ;" ""Пришла координата: $GPRMC,111355.000,A,5959.06017,N,03029.70986,E,38.4,124.7,080422,,,A*57"""
153670;2022-04-08 ; 14:14:21 ;" ""Пришла координата: $GPRMC,111420.000,A,5958.95464,N,03030.19642,E,43.2,104.3,080422,,,A*55"""
153772;2022-04-08 ; 14:14:45 ;" ""Пришла координата: $GPRMC,111445.000,A,5958.88960,N,03030.81615,E,44.7,102.6,080422,,,A*51"""
153872;2022-04-08 ; 14:15:10 ;" ""Пришла координата: $GPRMC,111510.000,A,5958.79598,N,03031.34110,E,40.2,117.2,080422,,,A*59"""
153964;2022-04-08 ; 14:15:35 ;" ""Пришла координата: $GPRMC,111535.000,A,5958.65768,N,03031.79709,E,37.1,121.2,080422,,,A*5F"""
154067;2022-04-08 ; 14:16:00 ;" ""Пришла координата: $GPRMC,111600.000,A,5958.52111,N,03032.24557,E,42.0,122.1,080422,,,A*57"""
154167;2022-04-08 ; 14:16:25 ;" ""Пришла координата: $GPRMC,111625.000,A,5958.34238,N,03032.75048,E,45.5,134.5,080422,,,A*56"""
